"Data","Study","sample_ids","GEO.series.accession.or.data.source","GEO.sample.accession.or.dataset.name","Author.described.protocol","Protocol.classification.region","Original.protocol.cited","Batch.variable","Age","Condition","Donor.ID..cell.line","Sequencing.platform","Normalization.of.available.data","Normalization.for.this.study","unprocessed_seurat_path","processed_seurat_path","pre_qc_cell_number","post_qc_cell_number","mean_mito","median_mito","mean_feature","median_feature","mean_count","median_count","dividing_cons_coexp_metric","intProg_cons_coexp_metric","nProg_cons_coexp_metric","glut_cons_coexp_metric","gaba_cons_coexp_metric","nonN_cons_coexp_metric","micro_cons_coexp_metric","egad_auc_gaba_markers","egad_auc_glut_markers","egad_auc_nonN_markers","egad_auc_intProg_markers","egad_auc_divProg_markers","egad_auc_nProg_markers","egad_auc_micro_markers","go_nProg_missing_ratio","go_nProg_no_exp_ratio","go_nProg_mean_counts","go_nProg_median_counts","go_divProg_missing_ratio","go_divProg_no_exp_ratio","go_divProg_mean_counts","go_divProg_median_counts","go_intProg_missing_ratio","go_intProg_no_exp_ratio","go_intProg_mean_counts","go_intProg_median_counts","go_glut_missing_ratio","go_glut_no_exp_ratio","go_glut_mean_counts","go_glut_median_counts","go_gaba_missing_ratio","go_gaba_no_exp_ratio","go_gaba_mean_counts","go_gaba_median_counts","go_nonN_missing_ratio","go_nonN_no_exp_ratio","go_nonN_mean_counts","go_nonN_median_counts","go_micro_missing_ratio","go_micro_no_exp_ratio","go_micro_mean_counts","go_micro_median_counts","treatment","genome_cons_coexp_score"
"","Vértesy et al. 2022","vertesy_kanton_2","GSE205554","Kanton et al. 2019","cerebral","undirected","Lancaster and Knoblich 2014","Author defined batch","day_120_128","Normal","KAN026","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_kanton_KAN026_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_kanton_KAN026_seurat_processed.Rdata",4203,3916,3.06538268662602,2.45157164117994,3334.48365679265,3420,8691.64683350358,8069.5,0.976822602749424,0.82506694990489,0.966227985377432,0.887908928710279,0.818972016443171,0.920682681618251,0.55542480730745,0.847581733161594,0.843559135610766,0.89931894949495,0.755079151325696,0.968298587054958,0.931275536591673,0.825178144240326,0,0.0131578947368421,2588.53947368421,1280.5,0.0101010101010101,0.0102040816326531,1001.24489795918,581.5,0.0126582278481013,0.0384615384615385,882.692307692308,290,0,0.0108695652173913,2879.51086956522,1013.5,0,0.0240963855421687,1764.85542168675,455,0,0.0266666666666667,1323.06666666667,490,0.0404040404040404,0.168421052631579,1239.27368421053,96,"Normal",0.743172722067761
"","Vértesy et al. 2022","vertesy_kanton_3","GSE205554","Kanton et al. 2019","cerebral","undirected","Lancaster and Knoblich 2014","Author defined batch","day_120_128","Normal","KAN030","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_kanton_KAN030_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_kanton_KAN030_seurat_processed.Rdata",5223,5205,2.07549832233597,1.73410404624277,2320.12430355427,2232,5570.03362151777,4825,0.976263285374407,0.719099032017871,0.942210550483221,0.75237424003934,0.814535516516256,0.890603057985725,0.473276337252363,0.768457888940985,0.77503612405107,0.880069171717172,0.634135415850658,0.938262779241372,0.847037755365917,0.579037793105071,0,0.0394736842105263,1233.43421052632,479.5,0.0101010101010101,0.0102040816326531,1129.81632653061,627,0.0126582278481013,0.166666666666667,615.615384615385,150,0,0.130434782608696,1817.59782608696,255.5,0,0.072289156626506,3637.87951807229,566,0,0.0533333333333333,1037.96,336,0.0404040404040404,0.242105263157895,922.294736842105,61,"Normal",0.725549285916598
"","Vértesy et al. 2022","vertesy_vertesy_1","GSE205554","Vértesy et al. 2022","dorsal forebrain organoid","directed dorsal forebrain","Esk et al. 2020","Author defined batch","day_120","Normal","124719","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_vertesy_124719_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_vertesy_124719_seurat_processed.Rdata",6128,6119,4.45010515336158,3.51758793969849,1912.99673149207,1766,3516.04935446968,2895,0.979435395083807,0.820677501833972,0.925179983769662,0.849567087740387,0.712715825358566,0.842589975349219,0.480230650064861,0.708401373192565,0.827804196859903,0.890638868686869,0.799511389310623,0.961183849563054,0.902882402379105,0.561410669973361,0,0.0131578947368421,1711.59210526316,1035.5,0.0101010101010101,0,405.357142857143,265,0.0126582278481013,0.0256410256410256,843.410256410256,277,0,0,2742.01086956522,804,0,0.0240963855421687,1052.14457831325,190,0,0,1264.61333333333,390,0.0404040404040404,0.126315789473684,639,90,"Normal",0.704485000781063
"","Vértesy et al. 2022","vertesy_vertesy_2","GSE205554","Vértesy et al. 2022","dorsal forebrain organoid","directed dorsal forebrain","Esk et al. 2020","Author defined batch","day_120","Normal","TK297s1","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_vertesy_TK297s1_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_vertesy_TK297s1_seurat_processed.Rdata",938,639,2.15211480237289,1.29763916907475,4175.69640062598,4434,12606.0970266041,12658,0.784842381961624,0.751757951238076,0.889252615806518,0.763676927667927,0.716099382303733,0.753095429133034,0.539906826005719,0.771546254828659,0.756483997584541,0.804155474747475,0.748690344296765,0.92818824623106,0.926818269976726,0.675081233185209,0,0.0526315789473684,417.684210526316,190,0.0101010101010101,0.0306122448979592,55.3877551020408,34,0.0126582278481013,0.115384615384615,358.884615384615,103.5,0,0.0434782608695652,914.5,258,0,0.072289156626506,455.542168674699,53,0,0.08,226.133333333333,51,0.0404040404040404,0.221052631578947,165.968421052632,17,"Normal",0.625574394477403
"","Vértesy et al. 2022","vertesy_vertesy_3","GSE205554","Vértesy et al. 2022","dorsal forebrain organoid","directed dorsal forebrain","Esk et al. 2020","Author defined batch","day_120","Normal","TK297s2","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_vertesy_TK297s2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_vertesy_TK297s2_seurat_processed.Rdata",1858,1612,1.79246504363302,1.31271371870732,3962.08126550868,4011.5,11148.7729528536,10561.5,0.992025601854496,0.78677472465953,0.928529240048742,0.852306413616141,0.765571280239135,0.851943834888105,0.505922583171363,0.783874867737699,0.845217067805383,0.883819959595959,0.749468739236452,0.967076718350928,0.920721489526765,0.627891457657003,0,0.0394736842105263,1399.22368421053,603.5,0.0101010101010101,0,319.326530612245,205,0.0126582278481013,0.0641025641025641,810.205128205128,188.5,0,0.0326086956521739,1635.3152173913,484,0,0.0481927710843374,1715.86746987952,151,0,0.04,733.48,200,0.0404040404040404,0.2,405.905263157895,37,"Normal",0.690952316022214
"","Vértesy et al. 2022","vertesy_vertesy_4","GSE205554","Vértesy et al. 2022","dorsal forebrain organoid","directed dorsal forebrain","Esk et al. 2020","Author defined batch","day_120","Normal","TK297s3","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_vertesy_TK297s3_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_vertesy_TK297s3_seurat_processed.Rdata",3386,3299,1.57087159096163,1.24243910413601,3337.59381630797,3252,8014.34283116096,7233,0.982534563089447,0.760620301499421,0.915575878104561,0.788712679705872,0.750825710886467,0.851980956063609,0.485061280307546,0.807360221128794,0.823270089285714,0.889996282828283,0.761163936688887,0.908358621406532,0.902226208947504,0.608283210729694,0,0.0394736842105263,1904.77631578947,571.5,0.0101010101010101,0,697.540816326531,469.5,0.0126582278481013,0.0897435897435897,1090.53846153846,254.5,0,0.0543478260869565,1645.02173913043,447,0,0.072289156626506,4271.43373493976,394,0,0.0266666666666667,1139.82666666667,352,0.0404040404040404,0.189473684210526,550.431578947368,48,"Normal",0.694368241145672
"","Xiang et al. 2017","xiang_2017_1","GSE98201","GSM2589129","Medial ganglionic eminence","directed MGE","Authors developed the protocol","Type/Age","day_30","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2589129_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2589129_seurat_processed.Rdata",2969,2969,2.11054397224766,2.14819427148194,1357.92489053553,1195,3461.05523745369,2753,0.998894645131776,0.68292060050256,0.800625809290978,0.714014509916002,0.625518828176547,0.767088178903443,0.547631567255522,0.611767108169753,0.752149650621118,0.786230626262626,0.71400607297266,0.848306373280889,0.762980669769847,0.68684564199345,0.0131578947368421,0.04,1127.02666666667,92,0,0,510.686868686869,209,0,0.0506329113924051,153.367088607595,31,0.0108695652173913,0.0879120879120879,294.626373626374,20,0.0240963855421687,0.0864197530864197,132.074074074074,35,0.0266666666666667,0.0273972602739726,397.643835616438,70,0,0.323232323232323,1057.32323232323,11,"Normal",0.652777799143189
"","Xiang et al. 2017","xiang_2017_2","GSE98201","GSM2589130","cortical","directed cortical","Authors developed the protocol","Type/Age","day_30","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2589130_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2589130_seurat_processed.Rdata",6480,6480,2.26689706084215,2.28948968043542,1308.08070987654,1235,3575.34706790123,3081,0.999203353560742,0.73332517555039,0.808823402214754,0.798352910704491,0.647725349656153,0.73343370873411,0.560149784372801,0.579388219119185,0.836314915458937,0.722060282828283,0.724192663938554,0.85236276163901,0.714226144297905,0.679688492124782,0.0131578947368421,0.0266666666666667,1405.61333333333,189,0,0,1045.14141414141,455,0,0.0126582278481013,264.443037974684,63,0.0108695652173913,0.032967032967033,641.549450549451,71,0.0240963855421687,0.0617283950617284,468.604938271605,63,0.0266666666666667,0.0273972602739726,526.082191780822,63,0,0.282828282828283,3123.87878787879,26,"Normal",0.661404767825699
"","Xiang et al. 2017","xiang_2017_3","GSE98201","GSM2589131","Medial ganglionic eminence","directed MGE","Authors developed the protocol","Type/Age","day_72","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2589131_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2589131_seurat_processed.Rdata",5438,5438,1.70209431133112,1.55813259896018,1396.55112173593,1305,2705.10169179846,2348.5,0.999593352442693,0.690482865290734,0.885912581310689,0.850250999796153,0.721577207374619,0.896883142410621,0.537867558566964,0.717305986848921,0.847445436507936,0.929865050505051,0.552402392880546,0.958044598207697,0.877805146108094,0.644296221768189,0.0131578947368421,0.0133333333333333,1839.52,279,0,0,588.89898989899,323,0,0.0506329113924051,233.253164556962,52,0.0108695652173913,0.010989010989011,889.340659340659,88,0.0240963855421687,0.0123456790123457,362.395061728395,125,0.0266666666666667,0,2297.30136986301,691,0,0.272727272727273,1664.9797979798,18,"Normal",0.687532239354246
"","Xiang et al. 2017","xiang_2017_4","GSE98201","GSM2589132","cortical","directed cortical","Authors developed the protocol","Type/Age","day_72","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2589132_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2589132_seurat_processed.Rdata",6355,6355,1.1406759998775,0.96688421561518,1242.48402832415,1130,2651.42092840283,2103,0.999482963425155,0.761203348443587,0.907810309826478,0.887982113998827,0.724051865056048,0.848947717788841,0.560822151624027,0.696283242224294,0.889632936507937,0.87981995959596,0.676610164644208,0.967625382508155,0.889016033100595,0.680829458607236,0.0131578947368421,0.0133333333333333,1321.93333333333,429,0,0,741.282828282828,384,0,0.0506329113924051,304.569620253165,112,0.0108695652173913,0.010989010989011,850.043956043956,181,0.0240963855421687,0.0123456790123457,419.469135802469,80,0.0266666666666667,0.0136986301369863,711.534246575342,181,0,0.242424242424242,1343.90909090909,30,"Normal",0.682060074748583
"","Xiang et al. 2017","xiang_2017_5","GSE98201","GSM2684867","Medial ganglionic eminence","directed MGE","Authors developed the protocol","Type/Age","day_30","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2684867_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2684867_seurat_processed.Rdata",9722,9722,1.84217931098307,1.90141354277942,1356.30055544127,1243,3106.66632380169,2678,0.999600968845495,0.72758648116684,0.815038566133542,0.788963206660965,0.714727079811343,0.791674158570577,0.522193514242429,0.720098240873976,0.76616470410628,0.815606949494949,0.766521619111212,0.867385078394253,0.782189681923972,0.584479080401608,0.0131578947368421,0.04,4114.8,369,0,0,1320.21212121212,543,0,0.0379746835443038,396.126582278481,86,0.0108695652173913,0.032967032967033,844.362637362637,89,0.0240963855421687,0.0864197530864197,452.839506172839,142,0.0266666666666667,0.0136986301369863,1351.49315068493,265,0,0.262626262626263,3275.42424242424,26,"Normal",0.673951162640279
"","Xiang et al. 2017","xiang_2017_6","GSE98201","GSM2684868","cortical","directed cortical","Authors developed the protocol","Type/Age","day_30","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2684868_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2684868_seurat_processed.Rdata",10258,10257,2.03811662239211,1.95338512763596,1271.10246660817,1212,2941.31022716194,2626,0.999194125995808,0.730153735459007,0.780244873324497,0.790085494917484,0.652321762277492,0.720138656613015,0.546372907869355,0.606529012076214,0.863906142167012,0.616233050505051,0.75096957420802,0.859263475981111,0.764184122058443,0.636786289181804,0.0131578947368421,0.04,2889.12,312,0,0,1303.10101010101,605,0,0.0253164556962025,401.139240506329,117,0.0108695652173913,0.032967032967033,760.340659340659,83,0.0240963855421687,0.037037037037037,671.333333333333,80,0.0266666666666667,0.0410958904109589,800.068493150685,216,0,0.242424242424242,3715.41414141414,23,"Normal",0.66205845809916
"","Xiang et al. 2017","xiang_2017_7","GSE98201","GSM2684869","Medial ganglionic eminence","directed MGE","Authors developed the protocol","Type/Age","day_79","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2684869_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2684869_seurat_processed.Rdata",8821,8821,3.52744399933959,3.24242424242424,1967.87371046367,1908,4924.81033896384,4363,0.999113030835202,0.745386498420551,0.895989700858071,0.853528261184793,0.738737831115656,0.899926402113845,0.507181242557529,0.769782458081758,0.851508583505866,0.909516929292929,0.513371046941194,0.979966158355557,0.860174553917766,0.629169222441394,0.0131578947368421,0.0133333333333333,6771.22666666667,1198,0,0,563.59595959596,226,0,0.0126582278481013,680.240506329114,160,0.0108695652173913,0.010989010989011,1721.51648351648,226,0.0240963855421687,0,970.456790123457,254,0.0266666666666667,0,4740.34246575342,1696,0,0.161616161616162,4744.43434343434,156,"Normal",0.695062363883069
"","Xiang et al. 2017","xiang_2017_8","GSE98201","GSM2684870","cortical","directed cortical","Authors developed the protocol","Type/Age","day_79","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2684870_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2017_GSM2684870_seurat_processed.Rdata",9193,9192,3.11250711925718,2.62153334558034,1940.91764577894,1876,5019.13337684943,4305.5,0.999372086176668,0.767231562543784,0.886438636346291,0.862440264412721,0.745338626486224,0.86003351217233,0.532852547906441,0.697134451552327,0.870818506297447,0.84698795959596,0.705074737105192,0.966307902087719,0.8536562580812,0.689963319423054,0.0131578947368421,0,4704.42666666667,949,0,0,681.060606060606,293,0,0,779.113924050633,192,0.0108695652173913,0.021978021978022,2001.1978021978,476,0.0240963855421687,0.037037037037037,1596.45679012346,354,0.0266666666666667,0.0136986301369863,3438.16438356164,1071,0,0.131313131313131,4623.72727272727,98,"Normal",0.697812329266433
"","Xiang et al. 2019","xiang_2019_1","GSE122342","early-day34","thalamic","directed thalamic","Authors developed the protocol","Age","day_34","Normal","HES-3 NKX2-1 GFP/W","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2019_day34_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2019_day34_seurat_processed.Rdata",6764,6698,2.05628075474523,2.00837234957904,3242.47103613019,3167,10637.4054941774,9651.5,0.998805445337419,0.745691528122019,0.902420718103442,0.884806986279203,0.746776210162318,0.894525077738573,0.556776474689375,0.759519143078018,0.873716787439613,0.903311515151515,0.646558648825755,0.961676862798168,0.856458494957331,0.742498035056649,0.0131578947368421,0.0133333333333333,9204.74666666667,1643,0,0,1229.32323232323,547,0,0.0126582278481013,1364.75949367089,353,0.0108695652173913,0.010989010989011,4164.18681318681,663,0.0240963855421687,0.0123456790123457,1991.9012345679,354,0.0266666666666667,0,5914.61643835616,1356,0,0.0909090909090909,9837.30303030303,191,"Normal",0.707920698950153
"","Xiang et al. 2019","xiang_2019_2","GSE122342","late-day89","thalamic","directed thalamic","Authors developed the protocol","Age","day_89","Normal","HES-3 NKX2-1 GFP/W","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2019_day89_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/xiang_2019_day89_seurat_processed.Rdata",4513,4505,1.76177143250927,1.71524374516379,2770.80399556049,2721,8545.08390677025,7588,0.999504884994759,0.798871748027295,0.890363045706974,0.870463615405792,0.727463957041371,0.83083831988013,0.540482938525377,0.689577760651793,0.860494845583161,0.800482909090909,0.729729091205256,0.915605254035427,0.850326480475821,0.64153843664547,0.0131578947368421,0.0133333333333333,3856.41333333333,594,0,0,1612.59595959596,862,0,0.0126582278481013,560.088607594937,213,0.0108695652173913,0.021978021978022,2138.28571428571,366,0.0240963855421687,0.0123456790123457,928.160493827161,231,0.0266666666666667,0,1289.60273972603,326,0,0.212121212121212,1981.78787878788,49,"Normal",0.708675889285608
